a_a_1;tetrapsifios_mai;ktirio_ypiresia;perifereia_1;nomos_1;megethos_1;typos_1;diefthinsi_forea;arithmos;tk_1;dimos_1;longitude;latitude
17114;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΡΥΟΝΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΟΛΥΤΕΧΝΕΙΟΥ;12;14565;ΚΡΥΟΝΕΡΙΟΝ;23,834051;38,135724
17115;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΛΑΚΑΣΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΔΙΔΑΚΤΗΡΙΩΝ;9;19011;ΜΑΛΑΚΑΣΑΣ;23,797035;38,236463
17117;;ΝΗΠΙΑΓΩΓΕΙΟ ΣΚΑΛΑΣ ΩΡΩΠΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΟΜΗΡΟΥ;16;19015;ΣΚΑΛΑΣ ΩΡΩΠΟΥ;23,778451;38,315225
17118;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΡΚΟΠΟΥΛΟΥ ΩΡΩΠΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΜΑΡΚΟΠΟΥΛΟ ΩΡΩΠΟΥ;0;19015;ΜΑΡΚΟΠΟΥΛΟΥ ΩΡΩΠΟΥ;23,82462;38,290019
17119;;ΝΗΠΙΑΓΩΓΕΙΟ ΜΑΡΚΟΠΟΥΛΟΥ ΩΡΩΠΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;;0;19015;ΜΑΡΚΟΠΟΥΛΟΥ ΩΡΩΠΟΥ;23,82462;38,290019
17120;;2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΖΕΦΥΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΣΟΥΛΙΟΥ ΚΑΙ ΚΟΥΤΣΟΝΙΚΑ;;13451;ΖΕΦΥΡΙΟΥ;23,711387;38,067463
17121;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΟΛΥΔΕΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΕΙΡΗΝΗΣ;10;19014;ΠΟΛΥΔΕΝΔΡΙΟΥ;23,851927;38,215269
17122;;3ο ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΑΣ ΙΩΝΙΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΜΟΥΤΑΛΑΣΚΗ;64;14234;ΝΕΑΣ ΙΩΝΙΑΣ ΑΤΤΙΚΗΣ;23,76108;38,036342
17123;;4ο ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΑΣ ΙΩΝΙΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΙΚΟΝΙΟΥ;12;14235;ΝΕΑΣ ΙΩΝΙΑΣ ΑΤΤΙΚΗΣ;23,770302;38,033027
17165;;8ο ΓΥΜΝΑΣΙΟ ΓΛΥΦΑΔΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΡΟΔΟΠΗΣ & ΠΕΡΓΑΜΟΥ & ΠΥΡΓΟΥ;;16675;(null);23,7484077;37,8717058
17167;;ΕΛΛΗΝΟΓΑΛΛΙΚΗ ΣΧΟΛΗ ΓΥΜΝΑΣΙΟ ΟΥΡΣΟΥΛΙΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΨΥΧΑΡΗ;10;15401;ΝΕΟΥ ΨΥΧΙΚΟΥ;23,7776854;38,0033458
17176;;1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΟΛΑΡΓΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΕΡΙΚΛΕΟΥΣ;53;15561;ΧΟΛΑΡΓΟΥ;23,798676;37,997287
17177;;4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΔΗΜΟΣΘΕΝΟΥΣ;157;17673;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,699506;37,950143
17178;;6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΗΡΑΚΛΕΟΥΣ;19;17671;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,709756;37,956349
17179;;10ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΧΙΛΛΕΩΣ;23;17674;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,692788;37,944761
17180;;2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΟΣΧΑΤΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΦΛΕΜΙΓΚ;84;18344;ΜΟΣΧΑΤΟΥ;23,675711;37,94499
17181;;4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΟΣΧΑΤΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΧΕΙΜΑΡΑΣ ΚΑΙ ΠΛΑΤΩΝΟΣ;0;18345;ΜΟΣΧΑΤΟΥ;23,681458;37,954451
17182;;3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΟΣΧΑΤΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΙΝΔΟΥ ΚΑΙ ΘΕΡΜΟΠΥΛΩΝ;8;18345;ΜΟΣΧΑΤΟΥ;23,671888;37,951634
17183;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΣ ΣΜΥΡΝΗΣ ΑΓΙΟΥ ΑΝΔΡΕΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΠΟΣΤΟΛΑΚΗ;2;17121;ΝΕΑΣ ΣΜΥΡΝΗΣ;24,4633487;35,3622619
17184;;1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΣ ΣΜΥΡΝΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΚΟΡΑΗ;20;17122;ΝΕΑΣ ΣΜΥΡΝΗΣ;23,70665;37,941449
17185;;2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΣ ΣΜΥΡΝΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΒΟΣΠΟΡΟΥ;78;17123;ΝΕΑΣ ΣΜΥΡΝΗΣ;23,711478;37,937627
17186;;3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΣ ΣΜΥΡΝΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΙΓΑΙΟΥ ΚΑΙ ΑΡΤΑΚΗΣ;0;17121;ΝΕΑΣ ΣΜΥΡΝΗΣ;23,718714;37,945576
17187;;4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΣ ΣΜΥΡΝΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΠΟΣΤΟΛΑΚΗ;2;17121;ΝΕΑΣ ΣΜΥΡΝΗΣ;23,71464;37,949782
17188;;5ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΣ ΣΜΥΡΝΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΕΥΞ.ΠΟΝΤΟΥ;171;17123;ΝΕΑΣ ΣΜΥΡΝΗΣ;23,70857;37,930562
17189;;6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΣ ΣΜΥΡΝΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΛΑΤΕΙΑ ΒΑΣ.ΣΟΦΙΑΣ;1;17122;ΝΕΑΣ ΣΜΥΡΝΗΣ;23,708695;37,947296
17190;;7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΣ ΣΜΥΡΝΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΓ.ΣΑΡΑΝΤΑ K ΕΥΞΕΙΝΟΥ ΠΟΝΤΟΥ;73;17124;ΝΕΑΣ ΣΜΥΡΝΗΣ;23,718195;37,939148
17191;;6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΜΑΤΕΡΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΓΟΥΝΑΡΗ ΚΑΙ  ΜΙΑΟΥΛΗ;;13451;ΚΑΜΑΤΕΡΟΥ;23,716199;38,053783
17192;;1ο ΝΗΠΙΑΓΩΓΕΙΟ ΖΕΦΥΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΦΙΛΙΚΗΣ ΕΤΑΙΡΕΙΑΣ - ΠΑΠΑΦΛΕΣΣΑ;;13451;ΖΕΦΥΡΙΟΥ;23,716401;38,060073
17193;;9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΤΕΡΜΑ ΑΓΙΑΣ ΑΝΝΑΣ;;13671;ΑΧΑΡΝΩΝ;23,726595;38,059553
17194;;1ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΧΑΡΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΔΕΚΕΛΕΙΑΣ ΚΑΙ ΔΑΜΑΣΚΟΥ;0;13671;ΑΧΑΡΝΩΝ;23,740616;38,080378
17195;;1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;Ηρώων Πολυτεχνίου;12;13671;ΑΧΑΡΝΩΝ;23,734014;38,079375
17196;;2ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΧΑΡΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;Κ. ΚΑΡΑΤΖΑ;15;13671;ΑΧΑΡΝΩΝ;23,7484077;38,0718218
17197;;2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΑΡΝΗΘΟΣ;19;13671;ΑΧΑΡΝΩΝ;23,734546;38,079692
17198;;3ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΧΑΡΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΝ. ΒΡΕΤΤΟΥ;15;13671;ΑΧΑΡΝΩΝ;23,734728;38,076941
17199;;3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΛΙΟΣΙΩΝ;42;13671;ΑΧΑΡΝΩΝ;23,729976;38,077488
17200;;4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ;49;13671;ΑΧΑΡΝΩΝ;23,738899;38,077968
17201;;5ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;Δ. ΔΕΔΕ 100 και Γ.Λαζάρου;0;13671;ΑΧΑΡΝΩΝ;23,736415;38,082868
17202;;7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΩΡΑΙΟΚΑΣΤΡΟΥ;1;13671;ΑΧΑΡΝΩΝ;23,743619;38,070158
17203;;2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΜΑΤΕΡΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΓΡΗΓΟΡΙΟΥ ΛΑΜΠΡΑΚΗ ΚΑΙ ΘΕΣΣΑΛΟΝΙΚΗΣ;;13451;ΚΑΜΑΤΕΡΟΥ;23,7036;38,058111
17204;;1ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ;2;14565;ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ;23,852985;38,137768
17205;;1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΝΩ ΛΙΟΣΙΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΚΟΡΙΝΘΙΑΚΟΥ ΚΑΙ ΠΙΝΔΟΥ;;13341;ΑΝΩ ΛΙΟΣΙΑ;23,699293;38,083419
17206;;1ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΝΩ ΛΙΟΣΙΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΕΙΚΟΣΤΗ ΕΚΤΗ ΣΤΑΣΗ ΦΥΛΗΣ;;13341;ΑΝΩ ΛΙΟΣΙΑ;23,681976;38,091687
17207;;2ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΝΩ ΛΙΟΣΙΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΦΥΛΗΣ;48Α;13341;ΑΝΩ ΛΙΟΣΙΑ;23,699135;38,075146
17208;;2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΝΩ ΛΙΟΣΙΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΙΩΑΝΝΗ ΘΕΟΛΟΓΟΥ ΚΑΙ ΟΡΘΟΔΟΞΙΑΣ;;13341;ΑΝΩ ΛΙΟΣΙΑ;23,681906;38,091648
17209;;3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΝΩ ΛΙΟΣΙΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΤΕΡΜΑ ΣΩΚΡΑΤΟΥΣ ΖΩΦΡΙΑ;;13341;ΑΝΩ ΛΙΟΣΙΑ;23,697235;38,066973
17210;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΥΛΩΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ;25;19011;ΑΥΛΩΝΑ ΑΤΤΙΚΗΣ;23,6947222;38,25
17211;;1ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΥΛΩΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΥΛΩΝΑΣ;0;19011;ΑΥΛΩΝΑ ΑΤΤΙΚΗΣ;23,688989;38,256162
17212;;ΝΗΠΙΑΓΩΓΕΙΟ ΑΦΙΔΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;25ης ΜΑΡΤΙΟΥ & ΑΝΔΡΟΥΤΣΟΥ;0;19014;ΑΦΙΔΝΩΝ;23,837347;38,204852
17213;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΦΙΔΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΝΔΡΟΥΤΣΟΥ;0;19014;ΑΦΙΔΝΩΝ;23,837347;38,204852
17214;;ΝΗΠΙΑΓΩΓΕΙΟ ΒΑΡΝΑΒΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΒΑΡΝΑΒΑΣ;0;19014;ΒΑΡΝΑΒΑ;23,924299;38,223837
17215;;11ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΙΘΑΚΗΣ ΚΑΙ ΡΟΔΟΥ;;12133;ΠΕΡΙΣΤΕΡΙΟΥ;23,699585;38,015076
17216;;12ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;Κ.ΠΑΛΑΜΑ 2Β;;12132;ΠΕΡΙΣΤΕΡΙΟΥ;23,698057;38,00986
17217;;13ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΡΕΣΠΑΣ 33  ΚΑΙ ΠΕΛΟΠΙΔΑ;;12136;ΠΕΡΙΣΤΕΡΙΟΥ;23,676698;38,013031
17218;;14ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΤΟΛΕΜΑΪΔΟΣ;51;12136;ΠΕΡΙΣΤΕΡΙΟΥ;23,67985;38,009166
17219;;15ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΛΜΥΡΟΥ;9;12135;ΠΕΡΙΣΤΕΡΙΟΥ;23,684657;38,018569
17220;;16ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΧΡΥΣΑΝΘΟΥ;3;12136;ΠΕΡΙΣΤΕΡΙΟΥ;23,673545;38,00413
17221;;17ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΕΥΚΩΝ ΚΑΙ ΚΑΚΤΟΥ;;12137;ΠΕΡΙΣΤΕΡΙΟΥ;23,677681;38,026021
17222;;18ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΕΛΟΠΙΔΑ;177;12137;ΠΕΡΙΣΤΕΡΙΟΥ;23,670973;38,014652
17223;;19ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΛΑΣΙΘΙΟΥ ΚΑΙ ΛΕΒΙΔΙΟΥ;;12132;ΠΕΡΙΣΤΕΡΙΟΥ;23,705358;38,00527
17224;;2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΡΚΑΔΙΟΥ;25;12134;ΠΕΡΙΣΤΕΡΙΟΥ;23,693213;38,012782
17225;;2ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ;43;12134;ΠΕΡΙΣΤΕΡΙΟΥ;23,685774;38,014107
17226;;20ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΧΙΟΥ;4;12133;ΠΕΡΙΣΤΕΡΙΟΥ;23,693129;38,016806
17227;;22ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΕΘΝΚΗΣ ΑΝΤΙΣΤΑΣΕΩΣ;101;12135;ΠΕΡΙΣΤΕΡΙΟΥ;23,682906;38,013124
17228;;23ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΝΕΟΚΛΕΟΥΣ;Dec-14;12131;ΠΕΡΙΣΤΕΡΙΟΥ;23,684086;38,002816
17229;;24ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΤΕΛΑΜΩΝΟΣ;80;12135;ΠΕΡΙΣΤΕΡΙΟΥ;23,682451;38,022934
