a_a_1;tetrapsifios_mai;ktirio_ypiresia;perifereia_1;nomos_1;megethos_1;typos_1;diefthinsi_forea;arithmos;tk_1;dimos_1;longitude;latitude
16754;;129ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΥΣΡΣΟΓΙΑΝΝΗΣ;14;10446;ΑΘΗΝΑΙΩΝ;23,723637;38,004038
16755;;10ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΗΡΑΚΛΕΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΜΑΤΡΟΖΟΥ ΚΑΙ ΑΥΓΗΣ;0;14121;ΗΡΑΚΛΕΙΟΥΑΤΤΙΚΗΣ;23,772452;38,047219
16756;;19ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΛΕΩΦΟΡΟΣ ΘΡΑΚΟΜΑΚΕΔΟΝΩΝ;131;13671;ΑΧΑΡΝΩΝ;23,7488405;38,1196771
16757;;19ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΑΡΟΥΣΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΚΑΡΑΟΛΗ ΔΗΜΗΤΡΙΟΥ;1;15125;ΑΜΑΡΟΥΣΙΟΥ;23,798634;38,032588
16758;;ΝΗΠΙΑΓΩΓΕΙΟ ΕΚΑΛΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΜΑΡΓΑΡΙΤΑΣ ΚΑΣΙ ΡΟΔΩΝ;9;14565;ΕΚΑΛΗΣ ΑΤΤΙΚΗΣ;23,8326176;38,1007475
16759;;12ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΓΙΑΡΟΥ;9;15343;ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ ΑΤΤΙΚΗΣ;23,831703;38,0190238
16761;;130ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΙΜΩΝΟΣ ΚΑΙ ΤΗΛΕΦΑΝΟΥΣ;0;10442;ΑΘΗΝΑΙΩΝ;23,705634;37,993767
16827;;9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΝΩ ΛΙΟΣΙΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΔΥΝΑΣΤΕΙΑ ΚΟΜΝΗΝΩΝ;;13341;ΑΝΩ ΛΙΟΣΙΑ;23,69666;38,082524
16828;;13ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΣΟΥΛΙΟΥ;(null);13231;ΠΕΤΡΟΥΠΟΛΗΣ;23,673386;38,0417614
16829;;132ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΟΝΤΟΥ ΚΑΙ ΑΓ. ΘΩΜΑ;0;11527;ΑΘΗΝΑΙΩΝ;23,759887;37,982563
16830;;133ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΙΣΤΡΙΑΣ & ΧΑΛΚΩΜΑΤΑΔΩΝ;0;11142;ΑΘΗΝΑΙΩΝ;23,744758;38,028371
16831;;13ο ΝΗΠΙΑΓΩΓΕΙΟ ΒΥΡΩΝΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΔΑΝΩΝ;3;16231;ΒΥΡΩΝΟΣ;23,758964;37,956523
16832;;24ο ΝΗΠΙΑΓΩΓΕΙΟ ΗΛΙΟΥΠΟΛΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;Μ. ΑΝΤΥΠΑ;34;16346;ΗΛΙΟΥΠΟΛΗΣ;23,743984;37,94214
17880;;6ο ΝΗΠΙΑΓΩΓΕΙΟ ΖΩΓΡΑΦΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΓΑΖΗΣ;26;15771;ΖΩΓΡΑΦΟΥ;23,763945;37,973846
24583;;Λ/Σ Μεθάνων (Λ/Χ Πόρου);ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΛΙΜΕΝΑΡΧΕΙΟ;Μέθανα ΤΚ18030;;;;23,3704466;37,597254
18153;;125ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΛΕΞΑΝΔΡΕΙΑΣ;2;0;ΑΘΗΝΑΙΩΝ;23,71236;37,993063
16898;;ΠΕΡΙΦΕΡΕΙΑΚΗ ΔΙΕΥΘΥΝΣΗ ΚΕΝΤΡΟ ΔΙΑΓΝΩΣΗΣ ΑΞΙΟΛΟΓΗΣΗΣ Κ ΥΠΟΣΤΗΡΙΞΗΣ Δ ΚΔΑΥ ΑΘΗΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΓΡΑΦΕΙΟ;ΚΑΛΑΜΑΚΙΟΥ;46;17455;ΑΛΙΜΟΥ;23,7159222;37,9143677
16950;;22ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΡΥΔΑΛΛΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΚΥΠΡΟΥ;16;18120;ΚΟΡΥΔΑΛΛΟΥ;23,652552;37,97882
16949;;11ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΨΑΡΩΝ;11;15343;ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ ΑΤΤΙΚΗΣ;23,822974;38,013768
16951;;47ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΝΑΤΟΛΗΣ;25;30010;ΠΕΡΙΣΤΕΡΙΟΥ;23,709537;38,010728
16952;;49ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΟΛΥΜΠΙΟΝΙΚΩΝ ΚΑΙ ΚΟΤΖΙΑ;;12137;ΠΕΡΙΣΤΕΡΙΟΥ;23,672553;38,018118
16953;;48ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΧΡΥΣΑΝΘΟΥ;3;12136;ΠΕΡΙΣΤΕΡΙΟΥ;23,673545;38,00413
16954;;25ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΙΛΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΡΕΒΕΖΗΣ;43;13123;ΙΛΙΟΥ;23,694314;38,042049
16955;;26ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΙΛΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΒΥΤΙΒΙΛΙΑ ΚΑΙ ΕΥΑΓΓΕΛΙΣΤΡΙΑΣ;;13122;ΙΛΙΟΥ;23,707432;38,021203
16956;;23ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΟΡΥΔΑΛΛΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΤΤΑΛΕΙΑΣ;152;18120;ΚΟΡΥΔΑΛΛΟΥ;23,642581;37,972315
16957;;9ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΝΩ ΛΙΟΣΙΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΗΡΑΚΛΕΙΟΥ;41;13341;ΑΝΩ ΛΙΟΣΙΑ;23,685673;38,086363
16958;;3ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΣΠΡΟΠΥΡΓΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΓΕΡΜΑΝΙΚΑ-TEΡΜΑ ΑΘΑΝΑΣΙΟΥ ΤΣΙΓΚΟΥ;;19300;ΑΣΠΡΟΠΥΡΓΟΥ;23,598774;38,057107
16959;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΛΙΘΕΑΣ ΕΙΔΙΚΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΝΔΡΟΜΑΧΗΣ;274;17674;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,689714;37,944463
16960;;131ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΚΟΥΡΤΙΔΟΥ ΚΑΙ ΠΥΡΛΑ;33;11145;ΑΘΗΝΑΙΩΝ;23,717609;38,012936
16961;;11ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΗΡΑΚΛΕΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΕΥΤΥΧΙΑΣ;2;14121;ΗΡΑΚΛΕΙΟΥΑΤΤΙΚΗΣ;23,768422;38,047211
16962;;20ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΣ ΙΩΝΙΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΝΤΙΓΟΝΗΣ;1;14232;ΝΕΑΣ ΙΩΝΙΑΣ ΑΤΤΙΚΗΣ;23,74779;38,033294
16988;;ΟΜΟΣΠΟΝΔΙΑ ΛΕΙΤΟΥΡΓΩΝ ΜΕΣΗΣ ΕΚΠΑΙΔΕΥΣΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ;Κορνάρου 2 και Ερμού;;10563;ΑΘΗΝΑΙΩΝ;23,727536;37,975242
16989;;ΟΜΟΣΠΟΝΔΙΑ ΛΕΙΤΟΥΡΓΩΝ ΜΕΣΗΣ ΕΚΠΑΙΔΕΥΣΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ;Κορνάρου 2 και Ερμού;;10563;ΑΘΗΝΑΙΩΝ;23,727536;37,975242
17048;;4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΡΓΥΡΟΥΠΟΛΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΡΙΣΤΑΡΧΟΥ;45;16451;ΑΡΓΥΡΟΥΠΟΛΗΣ;23,748863;37,913506
17049;;1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΟΥΛΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΑΓΚΑΛΟΥ;1;16673;ΒΟΥΛΑΣ;23,765097;37,842423
17050;;1ο ΝΗΠΙΑΓΩΓΕΙΟ ΒΟΥΛΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΑΓΚΑΛΟΥ ΚΑΙ ΓΡΑΜΜΟΥ;0;16672;ΒΟΥΛΑΣ;23,766217;37,841153
17051;;2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΟΥΛΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΛΑΠΟΥΤΑ ΚΑΙ ΑΣΚΛΗΠΙΟΥ;7;16673;ΒΟΥΛΑΣ;23,759438;37,849025
17052;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΟΥΛΙΑΓΜΕΝΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΙΑΣΟΝΟΣ;5;16671;ΒΟΥΛΙΑΓΜΕΝΗΣ;23,778548;37,815612
17053;;1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΛΥΦΑΔΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΓΙΑΝΝΙΤΣΟΠΟΥΛΟΥ;12;16674;ΓΛΥΦΑΔΑΣ;23,751876;37,86332
17054;;2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΛΥΦΑΔΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΕΛ.ΒΕΝΙΖΕΛΟΥ & ΑΪΔΙΝΙΟΥ;;16675;ΓΛΥΦΑΔΑΣ;23,742893;37,882333
17055;;6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΛΥΦΑΔΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;Μ.ΑΣΙΑΣ;93;16562;ΓΛΥΦΑΔΑΣ;23,764024;37,898046
17056;;7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΛΥΦΑΔΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΤΕΜΠΩΝ;37;16562;ΓΛΥΦΑΔΑΣ;23,766637;37,892565
17057;;103ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΣΤΟΥΑΡΤ;21;11745;ΑΘΗΝΑΙΩΝ;23,718017;37,952566
17058;;1ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΗΡΑΚΛΕΟΥΣ;248;17673;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,692561;37,944217
17059;;1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΣΚΡΑ 35 & ΔΗΜΟΣΘΕΝΟΥΣ;;17673;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,69896;37,949708
17060;;2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΛΙΘΕΑΣ ΕΛΛΗ ΑΛΕΞΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΣΑΠΦΟΥΣ;50;17673;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,705954;37,962053
17061;;2ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΜΕΤΑΜΟΡΦΩΣΕΩΣ;54;17675;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,689765;37,948344
17062;;3ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΟΣΕΙΔΩΝΟΣ ΚΑΙ ΕΠΑΜΕΙΝΩΝΔΑ;0;17675;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,684069;37,940647
17063;;3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΜΕΤΑΜΟΡΦΩΣΕΩΣ;25;17673;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,691535;37,950012
17064;;4ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΤΑΥΓΕΤΟΥ;12;17675;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,690337;37,955855
17065;;5ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΣΑΠΦΟΥΣ ΚΑΙ ΚΑΛΥΨΟΥΣ;0;17671;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,705654;37,96149
17066;;7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;(null);(null);30008;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,695649;37,9404331
17067;;8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΟΣΕΙΔΩΝΟΣ ΚΑΙ ΕΠΑΜΕΙΝΩΝΔΑ;0;17674;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,684199;37,940744
17068;;9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΣΑΠΦΟΥΣ;138;17675;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,694868;37,955113
17069;;11ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΗΡΑΚΛΕΟΥΣ;19;17671;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,709696;37,956267
17070;;12ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΛΥΚΟΥΡΓΟΥ;260;17675;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,685048;37,950581
17071;;1ο ΝΗΠΙΑΓΩΓΕΙΟ ΜΟΣΧΑΤΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΧΡΥΣΟΣΤΟΜΟΥ ΣΜΥΡΝΗΣ;0;18345;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,67508;37,943202
17072;;1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΟΣΧΑΤΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΟΜΗΡΟΥ;79;18345;ΜΟΣΧΑΤΟΥ;23,676106;37,948823
17106;;8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΔΕΥΚΑΛΙΩΝΟΣ;5;13671;ΑΧΑΡΝΩΝ;23,730996;38,089754
17107;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΑΡΝΑΒΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΒΑΡΝΑΒΑΣ;0;19014;ΒΑΡΝΑΒΑ;23,924299;38,223837
17108;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΔΡΟΣΙΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΡΓΥΡΟΥΠΟΛΕΩΣ;19;14565;ΔΡΟΣΙΑΣ;23,8560908;38,1519812
17109;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΩΝ ΑΠΟΣΤΟΛΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΓΙΟΙ ΑΠΟΣΤΟΛΟΙ;0;19104;ΚΑΛΑΜΟΥ ΑΤΤΙΚΗΣ;23,902452;38,297526
17110;;ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΑΜΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;;0;19017;ΚΑΛΑΜΟΥ ΑΤΤΙΚΗΣ;23,864264;38,284518
17111;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΑΜΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΚΑΛΑΜΟΣ;0;19017;ΚΑΛΑΜΟΥ ΑΤΤΙΚΗΣ;23,864264;38,284518
17112;;ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΠΑΝΔΡΙΤΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΚΑΠΑΝΔΡΙΤΙ;0;19014;ΚΑΠΑΝΔΡΙΤΙΟΥ;23,880246;38,213334
17113;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΠΑΝΔΡΙΤΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΚΑΠΑΝΔΡΙΤΙ;0;19014;ΚΑΠΑΝΔΡΙΤΙΟΥ;23,880246;38,213334
